trial_uid,binary_success_label,start_year,phase_numeric,is_phase_1_2_combined,num_arms,is_randomized,is_multi_center,country_count,is_multi_country,intervention_type,is_combination_therapy,sponsor_type,sponsor_trial_count_total,sponsor_trial_count_last_5y,sponsor_success_rate_historical,is_top_10_sponsor,target_primary,target_category,target_trial_count_total,target_trial_count_last_5y,target_success_rate_historical,is_novel_target
NCT00201838,1,2005,1,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,gemcitabine,drug,2,2,NA,0
NCT00202800,NA,2005,2,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,gemcitabine etoposide,drug,0,0,NA,1
NCT00203892,1,2005,1,0,NA,0,0,1,0,BIOLOGICAL,0,academic,1,1,NA,0,modified cea peptide 10mcg,biological,0,0,NA,1
NCT00209677,0,2005,1,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,gemcitabine,drug,2,2,NA,0
NCT00219557,1,2005,2,0,NA,0,0,8,1,DRUG,0,big_pharma,2,2,NA,1,gemcitabine,drug,2,2,NA,0
NCT00222469,NA,2005,2,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,bevacizumab,drug,1,1,NA,0
NCT00225745,NA,2005,NA,NA,NA,0,0,1,0,PROCEDURE,0,academic,0,0,NA,0,blood draw,procedure,0,0,NA,1
NCT00225784,NA,2005,2,0,NA,0,0,NA,0,DRUG,1,academic,0,0,NA,0,cetuximab gemcitabine,drug,0,0,NA,1
NCT00226005,NA,2005,2,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,ptk787 zk222584,drug,0,0,NA,1
NCT00226746,0,2005,2,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,paclitaxel and gemcitabine,drug,0,0,NA,1
NCT00233415,NA,2005,2,0,NA,0,0,1,0,DEVICE,0,academic,0,0,NA,0,stereotactic radiosurgery cyberknife,device,0,0,NA,1
NCT00234416,NA,2005,1,0,NA,0,0,1,0,DRUG,0,big_pharma,0,0,NA,0,gefitinib,drug,0,0,NA,1
NCT00238199,NA,2005,2,0,NA,0,0,1,0,DIETARY_SUPPLEMENT,1,academic,0,0,NA,0,calcitriol,dietary_supplement,0,0,NA,1
NCT00242190,NA,2005,1,0,NA,0,0,1,0,DRUG,1,academic,0,0,NA,0,oxaliplatin,drug,0,0,NA,1
NCT00243854,NA,2005,1,0,NA,0,0,1,0,DRUG,0,academic,1,0,NA,0,tarceva,drug,0,0,NA,1
NCT00245362,NA,2005,2,0,NA,0,0,1,0,BIOLOGICAL,0,unknown,0,0,NA,0,cg 8020 and cg 2505,biological,0,0,NA,1
NCT00251355,NA,2005,1,0,NA,0,0,1,0,DRUG,1,academic,0,0,NA,0,gemcitabine,drug,2,2,NA,0
NCT00253526,0,2005,2,0,NA,0,0,NA,0,DRUG,1,academic,12,12,1,1,bevacizumab,drug,1,1,NA,0
NCT00255827,NA,2005,1,0,NA,0,0,1,0,BIOLOGICAL,0,biotech,0,0,NA,0,hyperacute pancreatic cancer vaccine,biological,0,0,NA,1
NCT00260364,NA,2005,1,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,gemcitabine 1000 mg m2 iv days 1 8 15 of a 28 day cycle,drug,0,0,NA,1
NCT00261092,NA,2005,2,0,NA,0,0,1,0,DRUG,0,big_pharma,0,0,NA,0,oxaliplatin,drug,0,0,NA,1
NCT00262951,0,2005,2,0,NA,0,0,1,0,BIOLOGICAL,1,academic,0,0,NA,0,recombinant interferon alfa,biological,1,1,NA,0
NCT00265876,1,2005,1,0,NA,0,0,1,0,DRUG,0,academic,1,1,NA,0,azd0530,drug,0,0,NA,1
NCT00266097,NA,2005,1,0,NA,0,0,1,0,DRUG,1,academic,0,0,NA,0,erlotinib hydrochloride,drug,2,2,NA,0
NCT00267020,NA,2005,2,0,NA,0,0,1,0,DRUG,0,big_pharma,1,1,NA,0,enzastaurin,drug,0,0,NA,1
NCT00268411,NA,2005,3,0,NA,0,0,1,0,DRUG,0,unknown,3,3,NA,1,gemcitabine hydrochloride,drug,12,12,1,0
NCT00275119,NA,2006,2,0,NA,0,0,1,0,DRUG,1,unknown,4,3,NA,1,fluorouracil,drug,7,7,1,0
NCT00276744,0,2006,2,0,NA,0,0,1,0,BIOLOGICAL,1,academic,0,0,NA,0,cetuximab,biological,2,2,NA,0
NCT00281996,0,2006,1,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,gemcitabine,drug,8,8,0.667,0
NCT00286013,NA,2006,2,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,association of gemcitabine oxaliplatin and radiotherapy,drug,0,0,NA,1
NCT00288093,NA,2006,1,0,NA,0,0,1,0,RADIATION,1,academic,14,13,0.667,1,3 dimensional conformal radiation therapy,radiation,0,0,NA,1
NCT00288925,NA,2006,1,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,z 360,drug,0,0,NA,1
NCT00290693,NA,2006,2,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,capecitabine,drug,4,4,0.5,0
NCT00296114,NA,2006,NA,NA,NA,0,0,2,1,PROCEDURE,0,unknown,1,1,NA,0,serum and dna samples,procedure,0,0,NA,1
NCT00303758,NA,2006,3,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,cisplatin,drug,4,1,1,0
NCT00303927,NA,2006,2,0,NA,0,0,2,1,DRUG,0,academic,0,0,NA,0,capecitabine,drug,4,4,0.5,0
NCT00305760,NA,2006,2,0,NA,0,0,1,0,DRUG,1,academic,0,0,NA,0,cetuximab,drug,2,2,NA,0
NCT00307723,0,2006,1,0,NA,0,0,NA,0,DRUG,1,academic,0,0,NA,0,bevacizumab,drug,6,6,0.5,0
NCT00310050,0,2006,1,0,NA,0,0,1,0,DRUG,1,academic,1,1,NA,0,pemetrexed disodium,drug,0,0,NA,1
NCT00313560,NA,2006,2,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,erlotinib hydrochloride,drug,3,3,NA,0
NCT00316420,NA,2006,1,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,capecitabine xeloda,drug,0,0,NA,1
NCT00322712,0,2006,NA,NA,NA,0,0,1,0,NA,0,academic,0,0,NA,0,advanced disease,NA,10,10,NA,0
NCT00323583,NA,2006,2,0,NA,0,0,1,0,DRUG,1,academic,0,0,NA,0,paclitaxel,drug,2,1,NA,0
NCT00324428,NA,2006,NA,NA,NA,0,0,1,0,PROCEDURE,0,academic,0,0,NA,0,transcranial magnetic stimulation,procedure,0,0,NA,1
NCT00325494,NA,2006,1,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,morab 009,drug,0,0,NA,1
NCT00326911,0,2006,2,0,NA,0,0,1,0,BIOLOGICAL,1,big_pharma,3,3,NA,0,cetuximab,biological,2,2,NA,0
NCT00327327,NA,2006,1,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,imexon,drug,0,0,NA,1
NCT00331682,NA,2006,2,0,NA,0,0,1,0,DRUG,0,academic,14,13,0.667,1,alvocidib,drug,1,1,NA,0
NCT00335543,1,2006,2,0,NA,0,0,3,1,DRUG,1,unknown,0,0,NA,0,cisplatin,drug,4,1,1,0
NCT00336700,0,2006,2,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,gemcitabine,drug,8,8,0.667,0
NCT00338039,NA,2006,2,0,NA,0,0,1,0,DRUG,1,academic,4,3,1,1,cetuximab,drug,2,2,NA,0
NCT00346281,NA,2006,2,0,NA,0,0,2,1,DEVICE,0,unknown,0,0,NA,0,32p biosilicon,device,0,0,NA,1
NCT00350142,NA,2006,2,0,NA,0,0,1,0,RADIATION,1,unknown,0,0,NA,0,stereotactic body radiotherapy,radiation,0,0,NA,1
NCT00358566,0,2006,3,0,NA,0,0,12,1,BIOLOGICAL,1,unknown,0,0,NA,0,gv1001,biological,0,0,NA,1
NCT00364364,0,2006,0.5,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,radiolabeled humanized pam4 igg,drug,0,0,NA,1
NCT00365144,NA,2006,2,0,NA,0,0,1,0,BIOLOGICAL,1,academic,1,1,1,0,bevacizumab,biological,6,6,0.5,0
NCT00366457,NA,2006,2,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,bevacizumab,drug,6,6,0.5,0
NCT00369460,NA,2006,NA,NA,NA,0,0,1,0,OTHER,0,academic,0,0,NA,0,physiologic testing,other,0,0,NA,1
NCT00372944,NA,2006,2,0,NA,0,0,5,1,DRUG,0,big_pharma,1,1,NA,0,azd6244,drug,0,0,NA,1
NCT00375310,NA,2006,1,0,NA,0,0,1,0,DRUG,1,academic,2,1,NA,0,gemcitabine sorafenib,drug,0,0,NA,1
NCT00376948,NA,2006,2,0,NA,0,0,1,0,DIETARY_SUPPLEMENT,1,academic,1,0,NA,0,genistein,dietary_supplement,0,0,NA,1
NCT00383149,NA,2006,2,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,ixabepilone,drug,1,1,NA,0
NCT00383760,NA,2006,2,0,NA,0,0,1,0,DRUG,0,academic,14,13,0.667,1,eribulin mesylate,drug,0,0,NA,1
NCT00386399,0,2006,2,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,mitomycin c,drug,0,0,NA,1
NCT00389610,NA,2006,2,0,NA,0,0,1,0,BIOLOGICAL,0,academic,0,0,NA,0,gvax pancreas vaccine,biological,0,0,NA,1
NCT00390182,NA,2006,1,0,NA,0,0,2,1,DRUG,0,academic,0,0,NA,0,gemcitabine,drug,8,8,0.667,0
NCT00395252,1,2006,2,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,cetuximab erbitux and gemcitabine,drug,0,0,NA,1
NCT00397787,1,2006,2,0,NA,0,0,1,0,DRUG,0,academic,14,13,0.667,1,sunitinib malate,drug,0,0,NA,1
NCT00398086,1,2006,1,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,gemcitabine,drug,8,8,0.667,0
NCT00401570,NA,2006,2,0,NA,0,0,2,1,DRUG,0,big_pharma,0,0,NA,0,volociximab,drug,0,0,NA,1
NCT00402025,NA,2006,1,0,NA,0,0,1,0,BIOLOGICAL,0,unknown,0,0,NA,0,talimogene laherparepvec,biological,0,0,NA,1
NCT00408564,NA,2006,2,0,NA,0,0,1,0,BIOLOGICAL,1,academic,0,0,NA,0,cetuximab,biological,2,2,NA,0
NCT00409292,NA,2006,2,0,NA,0,0,1,0,DRUG,0,academic,3,3,NA,1,rad001,drug,0,0,NA,1
NCT00410774,0,2006,1,0,NA,0,0,1,0,BIOLOGICAL,1,academic,1,1,1,0,bevacizumab,biological,6,6,0.5,0
NCT00414570,0,2006,0.5,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,18 f flt pet scan,drug,0,0,NA,1
NCT00415454,0,2006,1,0,NA,0,0,1,0,GENETIC,0,unknown,0,0,NA,0,ad5 ycd muttksr39rep adp,genetic,0,0,NA,1
NCT00416507,NA,2006,3,0,NA,0,0,NA,0,DRUG,0,unknown,0,0,NA,0,fluorouracil,drug,7,7,1,0
NCT00416793,0,2006,2,0,NA,0,0,1,0,DRUG,1,academic,14,13,0.667,1,bortezomib,drug,1,1,NA,0
NCT00417209,NA,2006,3,0,NA,0,0,21,1,DRUG,0,big_pharma,1,1,NA,0,larotaxel xrp9881,drug,0,0,NA,1
NCT00417287,0,2006,2,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,px 12,drug,0,0,NA,1
NCT00424827,NA,2007,2,0,NA,0,0,NA,0,DRUG,0,academic,0,0,NA,0,gemcitabine fluorouracil with external beam radiation,drug,0,0,NA,1
NCT00425360,NA,2007,3,0,NA,0,0,1,0,BIOLOGICAL,1,academic,1,1,1,0,sargramostim,biological,0,0,NA,1
NCT00425841,NA,2007,2,0,NA,0,0,1,0,DRUG,1,academic,0,0,NA,0,gemcitabine hydrochloride,drug,14,8,1,0
NCT00426127,0,2007,2,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,docetaxel,drug,0,0,NA,1
NCT00429858,0,2007,2,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,s 1,drug,0,0,NA,1
NCT00436267,NA,2007,2,0,NA,0,0,1,0,DRUG,1,unknown,0,0,NA,0,fluorouracil,drug,9,6,1,0
NCT00436423,NA,2007,2,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,gemcitabine ts 1,drug,0,0,NA,1
NCT00438256,1,2007,1,0,NA,0,0,1,0,PROCEDURE,1,academic,2,2,0,0,proton beam radiation,procedure,0,0,NA,1
NCT00448838,NA,2007,NA,NA,NA,0,0,1,0,BIOLOGICAL,1,academic,1,1,NA,0,cetuximab,biological,7,7,0,0
NCT00456599,1,2007,2,0,NA,0,0,2,1,DRUG,1,academic,3,3,0,0,gemcitabine,drug,12,12,0.5,0
NCT00460174,1,2007,2,0,NA,0,0,1,0,BIOLOGICAL,1,academic,1,1,0,0,bevacizumab,biological,10,10,0.25,0
NCT00462852,1,2007,2,0,NA,0,0,1,0,DRUG,1,academic,0,0,NA,0,dalteparin,drug,1,1,0,0
NCT00463840,0,2007,1,0,NA,0,0,1,0,DRUG,1,unknown,1,0,NA,0,oxaliplatin,drug,3,3,NA,0
NCT00470535,0,2007,2,0,NA,0,0,1,0,DRUG,1,academic,1,1,NA,0,erlotinib hydrochloride,drug,4,3,NA,0
NCT00471146,1,2007,3,0,NA,0,0,24,1,DRUG,0,big_pharma,3,2,1,0,ag 013736,drug,0,0,NA,1
NCT00474812,NA,2007,2,0,NA,0,0,1,0,DRUG,1,academic,19,17,0.6,1,dasatinib,drug,0,0,NA,1
NCT00478010,NA,2007,NA,NA,NA,0,0,1,0,OTHER,1,academic,7,7,0,1,counseling intervention,other,0,0,NA,1
NCT00480584,NA,2007,1,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,gemcitabine,drug,12,12,0.5,0
NCT00482625,0,2007,2,0,NA,0,0,1,0,DRUG,1,academic,19,17,0.6,1,erlotinib hydrochloride,drug,4,3,NA,0
NCT00486460,NA,2007,3,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,gemcitabine,drug,12,12,0.5,0
NCT00489671,NA,2007,NA,NA,NA,0,0,NA,0,NA,0,academic,2,1,0,0,biomarker,NA,0,0,NA,1
NCT00490373,NA,2007,2,0,NA,0,0,1,0,DRUG,0,big_pharma,4,4,0,1,pemetrexed,drug,0,0,NA,1
NCT00493441,0,2007,2,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,avn944,drug,0,0,NA,1
NCT00495924,1,2007,NA,NA,NA,0,0,1,0,PROCEDURE,0,unknown,0,0,NA,0,pancreatic resection pd,procedure,0,0,NA,1
NCT00497224,1,2007,2,0,NA,0,0,1,0,DRUG,0,academic,2,2,NA,0,erlotinib,drug,0,0,NA,1
NCT00498225,1,2007,3,0,NA,0,0,2,1,DRUG,0,biotech,0,0,NA,0,gemcitabine plus ts 1,drug,0,0,NA,1
NCT00499265,NA,2007,2,0,NA,0,0,6,1,DRUG,0,biotech,0,0,NA,0,gemcitabine hydrochloride,drug,14,8,1,0
NCT00499486,NA,2007,2,0,NA,0,0,1,0,DRUG,0,academic,7,7,0,1,sirolimus,drug,0,0,NA,1
NCT00504998,NA,2007,1,0,NA,0,0,1,0,GENETIC,0,biotech,1,1,0,0,rexin g,genetic,0,0,NA,1
NCT00514163,NA,2007,2,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,gemcitabine s 1,drug,0,0,NA,1
NCT00515866,1,2007,1,0,NA,0,0,2,1,DRUG,0,big_pharma,2,2,NA,0,ku 0059436 azd2281 parp inhibitor,drug,0,0,NA,1
NCT00521404,NA,2007,2,0,NA,0,0,1,0,DRUG,0,unknown,1,0,NA,0,cs 1008 humanized anti dr5 antibody,drug,0,0,NA,1
NCT00524069,0,2007,NA,NA,NA,0,0,NA,0,BIOLOGICAL,1,academic,1,1,NA,0,bevacizumab,biological,10,10,0.25,0
NCT00526578,NA,2007,NA,NA,NA,0,0,1,0,BEHAVIORAL,0,academic,5,4,1,1,questionnaire,behavioral,0,0,NA,1
NCT00529113,0,2007,1,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,bardoxolone methyl,drug,0,0,NA,1
NCT00536614,1,2007,2,0,NA,0,0,1,0,GENETIC,0,unknown,0,0,NA,0,cetuximab,genetic,7,7,0,0
NCT00536770,0,2007,2,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,placebo gemcitabine erlotinib,drug,0,0,NA,1
NCT00536874,1,2007,2,0,NA,0,0,1,0,DRUG,1,academic,4,3,NA,1,gemcitabine hydrochloride,drug,14,8,1,0
NCT00541021,NA,2007,3,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,gemcitabine hydrochloride,drug,14,8,1,0
NCT00544908,0,2007,2,0,NA,0,0,1,0,DRUG,1,academic,0,0,NA,0,dasatinib,drug,0,0,NA,1
NCT00547144,NA,2007,1,0,NA,0,0,1,0,DRUG,1,unknown,1,1,NA,0,gemcitabine,drug,12,12,0.5,0
NCT00547612,NA,2007,1,0,NA,0,0,1,0,OTHER,1,academic,0,0,NA,0,high performance liquid chromatography,other,0,0,NA,1
NCT00548626,NA,2007,NA,NA,NA,0,0,1,0,PROCEDURE,0,academic,2,2,1,0,single needle,procedure,0,0,NA,1
NCT00550836,1,2007,2,0,NA,0,0,1,0,BIOLOGICAL,1,academic,4,2,NA,1,panitumumab,biological,0,0,NA,1
NCT00551057,NA,2007,NA,NA,NA,0,0,1,0,BEHAVIORAL,0,academic,0,0,NA,0,expression type,behavioral,0,0,NA,1
NCT00553813,0,2007,2,0,NA,0,0,2,1,DRUG,0,biotech,0,0,NA,0,tpi 287,drug,0,0,NA,1
NCT00556023,1,2007,1,0,NA,0,0,2,1,DRUG,0,big_pharma,2,2,NA,0,cp 675 206 and gemcitabine,drug,0,0,NA,1
NCT00557596,0,2007,1,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,aeg35156,drug,0,0,NA,1
NCT00558207,NA,2007,2,0,NA,1,0,1,0,DRUG,0,big_pharma,1,1,NA,0,arq 197,drug,0,0,NA,1
NCT00559598,NA,2007,NA,NA,NA,0,0,NA,0,GENETIC,1,academic,0,0,NA,0,proteomic profiling,genetic,0,0,NA,1
NCT00561990,1,2007,2,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,nimotuzumab,drug,0,0,NA,1
NCT00564720,0,2007,2,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,gemcitabine,drug,12,12,0.5,0
NCT00565487,NA,2007,1,0,NA,0,0,1,0,DRUG,0,academic,1,1,NA,0,capecitabine tarceva,drug,0,0,NA,1
NCT00568646,NA,2007,2,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,mkc 1,drug,0,0,NA,1
NCT00569387,1,2007,2,0,NA,0,0,1,0,BIOLOGICAL,0,biotech,1,1,NA,0,hyperacute r pancreatic cancer vaccine,biological,0,0,NA,1
NCT00570713,NA,2007,2,0,NA,0,0,5,1,DRUG,0,unknown,1,1,NA,0,morab 009,drug,1,1,NA,0
NCT00574275,0,2007,3,0,NA,0,0,24,1,DRUG,0,big_pharma,2,2,NA,0,aflibercept ziv aflibercept ave0005 vegf trap zaltrap,drug,0,0,NA,1
NCT00577889,NA,2007,2,0,NA,0,0,1,0,DRUG,0,academic,19,17,0.6,1,gemcitabine hydrochloride,drug,14,8,1,0
NCT00578279,NA,2007,4,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,dehydrated alcohol,drug,0,0,NA,1
NCT00582062,NA,2007,NA,NA,NA,0,0,1,0,OTHER,0,academic,4,3,NA,1,washings for experimental marker testing,other,0,0,NA,1
NCT00582699,1,2007,NA,NA,NA,0,0,1,0,BEHAVIORAL,0,academic,4,3,NA,1,assessment interview and blood draw,behavioral,0,0,NA,1
NCT00585078,NA,2007,2,0,NA,0,0,1,0,DRUG,0,academic,1,1,NA,0,capecitabine,drug,6,6,0.5,0
NCT00587132,0,2007,1,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,synthetic human secretin,drug,0,0,NA,1
NCT00593008,0,2007,1,0,NA,0,0,1,0,DRUG,0,academic,2,2,0,0,temsirolimus,drug,1,1,NA,0
NCT00593866,NA,2008,1,0,NA,0,0,1,0,RADIATION,1,academic,4,4,0.5,1,intensity modulated radiotherapy,radiation,0,0,NA,1
NCT00599833,NA,2008,2,0,NA,0,0,1,0,BIOLOGICAL,1,unknown,0,0,NA,0,cetuximab,biological,9,8,0.333,0
NCT00600002,NA,2008,1,0,NA,0,0,1,0,BIOLOGICAL,0,unknown,0,0,NA,0,gm csf,biological,0,0,NA,1
NCT00601627,1,2008,2,0,NA,0,0,1,0,BIOLOGICAL,1,academic,5,3,1,1,panitumumab,biological,1,1,1,0
NCT00602602,NA,2008,2,0,NA,0,0,1,0,BIOLOGICAL,1,academic,1,1,NA,0,bevacizumab,biological,12,11,0.333,0
NCT00602745,0,2008,3,0,NA,0,0,17,1,DRUG,0,big_pharma,3,3,0,0,s 1,drug,1,1,0,0
NCT00603863,NA,2008,1,0,NA,0,0,1,0,BIOLOGICAL,0,unknown,1,0,NA,0,immu 107 hpam4,biological,0,0,NA,1
NCT00609336,NA,2008,2,0,NA,0,0,1,0,DRUG,1,academic,0,0,NA,0,gemcitabine hydrochloride,drug,19,12,1,0
NCT00614601,0,2008,2,0,NA,0,0,1,0,BIOLOGICAL,0,biotech,2,2,1,0,hyperacute r pancreatic cancer vaccine,biological,1,1,1,0
NCT00614653,NA,2008,1,0,NA,0,0,1,0,DRUG,1,academic,6,4,1,1,bevacizumab,drug,12,11,0.333,0
NCT00617708,NA,2008,1,0,NA,0,0,1,0,BIOLOGICAL,1,academic,22,16,0.5,1,cixutumumab,biological,0,0,NA,1
NCT00622622,1,2008,1,0,NA,0,0,1,0,BIOLOGICAL,0,academic,0,0,NA,0,vegfr2 169 and gemcitabine,biological,0,0,NA,1
NCT00625586,0,2008,2,0,NA,0,0,1,0,BIOLOGICAL,1,unknown,0,0,NA,0,rav12,biological,0,0,NA,1
NCT00630552,NA,2008,1,0,NA,0,0,1,0,OTHER,1,biotech,0,0,NA,0,placebo,other,0,0,NA,1
NCT00634725,1,2008,3,0,NA,0,0,1,0,DRUG,1,unknown,5,3,NA,1,capecitabine,drug,7,6,0.5,0
NCT00636883,0,2008,2,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,gemcitabine,drug,17,17,0.5,0
NCT00637247,NA,2008,2,0,NA,1,0,1,0,DRUG,1,biotech,1,1,NA,0,imexon in combination with gemcitabine,drug,0,0,NA,1
NCT00637364,0,2008,1,0,NA,0,0,1,0,PROCEDURE,0,biotech,0,0,NA,0,high intensity focused ultrasound hifu,procedure,0,0,NA,1
NCT00637728,0,2008,3,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,megestrol acetate concentrated suspension 110 mg ml,drug,0,0,NA,1
NCT00639925,NA,2008,1,0,NA,0,0,1,0,BIOLOGICAL,0,academic,0,0,NA,0,vegfr1 1084 vegfr2 169 and gemcitabine,biological,0,0,NA,1
NCT00640978,0,2008,2,0,NA,0,0,1,0,DRUG,0,academic,6,4,1,1,rad001,drug,1,1,NA,0
NCT00642733,0,2008,4,0,NA,0,0,NA,0,DRUG,0,big_pharma,0,0,NA,0,erlotinib tarceva,drug,0,0,NA,1
NCT00644254,NA,2008,NA,NA,NA,0,0,1,0,PROCEDURE,0,unknown,1,1,1,0,pancreatic resection,procedure,0,0,NA,1
NCT00651742,NA,2008,2,0,NA,0,0,NA,0,DRUG,0,biotech,0,0,NA,0,s 1,drug,1,1,0,0
NCT00652366,NA,2008,2,0,NA,0,0,NA,0,DRUG,0,big_pharma,0,0,NA,0,erlotinib escalating dose,drug,0,0,NA,1
NCT00655785,NA,2008,1,0,NA,0,0,1,0,BIOLOGICAL,1,academic,0,0,NA,0,vegfr1 1084 vegfr2 169,biological,0,0,NA,1
NCT00660348,0,2008,NA,NA,NA,0,0,1,0,DRUG,1,academic,9,9,0,1,morphine sulfate,drug,0,0,NA,1
NCT00661882,1,2008,NA,NA,NA,0,0,1,0,OTHER,1,academic,1,1,NA,0,medical chart review,other,0,0,NA,1
NCT00662688,0,2008,3,0,NA,0,0,1,0,DRUG,0,unknown,5,3,NA,1,dalt parine,drug,0,0,NA,1
NCT00667082,NA,2008,1,0,NA,0,0,1,0,DRUG,0,unknown,1,1,1,0,npi 0052 marizomib vorinostat,drug,0,0,NA,1
NCT00673504,NA,2008,2,0,NA,0,0,2,1,DRUG,0,unknown,0,0,NA,0,gemcitabine sunitinib,drug,0,0,NA,1
NCT00674973,1,2008,2,0,NA,0,0,1,0,DRUG,0,big_pharma,0,0,NA,0,erlotinib,drug,1,1,1,0
NCT00679913,1,2008,3,0,NA,0,0,1,0,PROCEDURE,0,academic,0,0,NA,0,standard pancreatoduodenectomy,procedure,0,0,NA,1
NCT00683085,0,2008,1,0,NA,0,0,1,0,BIOLOGICAL,0,academic,0,0,NA,0,hla a 02 01 restricted vegfr1 derived peptide vaccination,biological,0,0,NA,1
NCT00684801,1,2008,NA,NA,NA,0,0,1,0,OTHER,1,academic,1,1,NA,0,questionnaire administration,other,0,0,NA,1
NCT00690300,NA,2008,2,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,docetaxel,drug,1,1,0,0
NCT00691054,NA,2008,2,0,NA,0,0,2,1,DRUG,0,academic,2,2,NA,0,abraxane,drug,0,0,NA,1
NCT00696696,NA,2008,2,0,NA,0,0,1,0,DRUG,0,unknown,2,1,0,0,gemcitabine,drug,17,17,0.5,0
NCT00707278,NA,2008,1,0,NA,0,0,1,0,RADIATION,1,academic,0,0,NA,0,radiation therapy,radiation,0,0,NA,1
NCT00709826,NA,2008,2,0,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,gemcitabine,drug,17,17,0.5,0
NCT00710710,NA,2008,2,0,NA,1,0,2,1,DRUG,0,unknown,0,0,NA,0,bi 2536,drug,0,0,NA,1
NCT00711997,NA,2008,1,0,NA,0,0,2,1,BIOLOGICAL,0,biotech,0,0,NA,0,dta h19,biological,0,0,NA,1
NCT00726037,0,2008,2,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,ontak,drug,0,0,NA,1
NCT00727441,NA,2008,2,0,NA,0,0,1,0,BIOLOGICAL,1,academic,9,9,0,1,gvax pancreatic cancer vaccine,biological,0,0,NA,1
NCT00728000,0,2008,2,0,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,gemcitabine,drug,17,17,0.5,0
NCT00733746,NA,2008,2,0,NA,0,0,2,1,DRUG,1,academic,5,3,1,1,erlotinib hydrochloride,drug,6,5,0,0
NCT00733850,1,2008,2,0,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,kanglaite injection plus gemcitabine,drug,0,0,NA,1
NCT00735306,NA,2008,1,0,NA,0,0,1,0,DRUG,1,academic,1,0,0,0,avastin,drug,0,0,NA,1
NCT00735917,NA,2008,2,0,NA,0,0,3,1,DRUG,1,academic,22,16,0.5,1,saracatinib,drug,0,0,NA,1
NCT00761241,NA,2008,2,0,NA,0,0,1,0,DRUG,1,academic,0,0,NA,0,gemcitabine docetaxel 5fu oxaliplatin,drug,0,0,NA,1
NCT00761345,NA,2008,1,0,NA,0,0,1,0,DRUG,1,academic,1,1,0,0,gemcitabine,drug,17,17,0.5,0
NCT00769483,1,2008,1,0,NA,0,0,1,0,DRUG,0,academic,6,4,1,1,mk 0646,drug,0,0,NA,1
NCT00769652,0,2008,NA,NA,NA,0,0,1,0,BEHAVIORAL,0,academic,0,0,NA,0,medical nutrition therapy,behavioral,0,0,NA,1
