nct_id,title,study_type,phase,status,sponsor,classification,classification_reason
NCT00644254,The Prognostic Impact of Extracapsular Lymph Node Involvement in Ductal Pancreatic Adenocarcinoma,OBSERVATIONAL,Unknown,COMPLETED,KU Leuven,biomarker,Biomarker or molecular study
NCT00651742,Phase 2 Study of S-1 in Advanced or Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,"Taiho Oncology, Inc.",therapeutic,Interventional study
NCT00667082,"NPI-0052 and Vorinostat in Patients With Non-small Cell Lung Cancer, Pancreatic Cancer, Melanoma or Lymphoma",INTERVENTIONAL,PHASE1,COMPLETED,Celgene,therapeutic,Interventional study
NCT00673504,First-Line Gemcitabine Chemotherapy With Our Without Sunitinib In Advanced or Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,Central European Society for Anticancer Drug Research,therapeutic,Interventional study
NCT00674973,A Biomarker Identification Trial of Tarceva (Erlotinib) in Patients With Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,Hoffmann-La Roche,therapeutic,Interventional study
NCT00683085,Human Leukocyte Antigen-A*02:01-restricted Tumor Vessel Specific Peptide Vaccination for Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE1,TERMINATED,Tokyo University,therapeutic,Interventional study
NCT00683358,Human Leukocyte Antigen-A*2402-Restricted Tumor Vessel Specific Peptide Vaccination for Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE1,UNKNOWN,Tokyo University,therapeutic,Interventional study
NCT00690300,Docetaxel Plus Oxaliplatin as Therapy in Patients With Pancreatic Cancer,INTERVENTIONAL,PHASE2,UNKNOWN,University of Ulm,therapeutic,Interventional study
NCT00707278,Radiation Therapy and Capecitabine/Oxaliplatin Chemotherapy in the Treatment of Locally Advanced Pancreas Adenocarcinoma,INTERVENTIONAL,PHASE1,COMPLETED,University of Utah,therapeutic,Interventional study
NCT00709826,APRiCOT-P: Study of Apricoxib With Gemcitabine and Erlotinib to Treat Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,"Tragara Pharmaceuticals, Inc.",therapeutic,Interventional study
NCT00711997,Phase 1/2a DTA-H19 in Patients With Unresectable Pancreatic Cancer,INTERVENTIONAL,PHASE1,COMPLETED,Anchiano Therapeutics Israel Ltd.,therapeutic,Interventional study
NCT00726037,"A Pilot Study, Evaluating the Efficacy of Regulatory T-cell Suppression by Ontak in Metastatic Pancreatic Cancer",INTERVENTIONAL,PHASE2,TERMINATED,Loyola University,therapeutic,Interventional study
NCT00733850,Safety and Exploratory Efficacy of Kanglaite Injection in Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,KangLaiTe USA,therapeutic,Interventional study
NCT00769652,"Medical Nutrition Therapy or Standard Care in Treating Patients With Lung Cancer, Pancreatic Cancer, or Stage III or Stage IV Prostate Cancer",INTERVENTIONAL,NA,TERMINATED,"Rutgers, The State University of New Jersey",therapeutic,Interventional study
NCT00786006,Randomized Phase II Study of FOLFOX Versus FOLFIRI.3 in Gemcitabine-refractory Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,Asan Medical Center,therapeutic,Interventional study
NCT00805688,Identifying the Role of Symptom Outcomes and Biomarkers in Survival in Patients With Metastatic Pancreatic Cancer,OBSERVATIONAL,Unknown,COMPLETED,M.D. Anderson Cancer Center,biomarker,Biomarker or molecular study
NCT00813163,Study of PEP02 as a Second Line Therapy for Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,PharmaEngine,therapeutic,Interventional study
NCT00813696,Gemcitabine or Gemcitabine and Cisplatin in the Treatment of Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE3,UNKNOWN,Istituti Tumori Giovanni Paolo II,therapeutic,Interventional study
NCT00826982,Minimally Invasive Detection of Lymphatic Micrometastases in Pancreatic Cancer,OBSERVATIONAL,Unknown,COMPLETED,Mayo Clinic,biomarker,Biomarker or molecular study
NCT00830557,Collecting Medical Information and Tissue Samples From Patients With Pancreatic Cancer or Other Pancreatic Disorders,OBSERVATIONAL,Unknown,RECRUITING,Mayo Clinic,biomarker,Biomarker or molecular study
NCT00836407,"Ipilimumab +/- Vaccine Therapy in Treating Patients With Locally Advanced, Unresectable or Metastatic Pancreatic Cancer",INTERVENTIONAL,PHASE1,COMPLETED,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,therapeutic,Interventional study
NCT00837135,GI-4000 With Adoptive Transfer in Pancreatic Cancer,INTERVENTIONAL,PHASE1,WITHDRAWN,University of Pennsylvania,therapeutic,Interventional study
NCT00837239,Huachansu & Gemcitabine in Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,M.D. Anderson Cancer Center,therapeutic,Interventional study
NCT00837876,Sorafenib and Erlotinib in Treating Patients With Pancreatic Cancer That Cannot Be Removed by Surgery,INTERVENTIONAL,PHASE2,COMPLETED,Vanderbilt-Ingram Cancer Center,therapeutic,Interventional study
NCT00854477,Pharmacokinetic Study of Adjuvant Capecitabine After Resection of Pancreatic Adenocarcinoma,INTERVENTIONAL,PHASE4,COMPLETED,Cambridge University Hospitals NHS Foundation Trust,therapeutic,Interventional study
NCT00855634,Resection in Pancreatic Cancer With Minimal Metastatic Disease or Venous Infiltration Trial at Technische Universität München,INTERVENTIONAL,NA,TERMINATED,Technical University of Munich,therapeutic,Interventional study
NCT00868114,Direct Tumor Injection KLH-Pulsed Dendritic Cells in Unresectable Pancreatic Cancer,INTERVENTIONAL,PHASE2,TERMINATED,Leo W. Jenkins Cancer Center,therapeutic,Interventional study
NCT00873353,Trial to Evaluate the Efficacy and Safety of Tarceva and Capecitabine in Advanced Pancreatic Cancer Patients,INTERVENTIONAL,PHASE2,COMPLETED,Grupo Gallego de Investigaciones Oncologicas,therapeutic,Interventional study
NCT00882310,"A Study of Gemzar, Taxotere, and Xeloda for Adjuvant Pancreatic Cancer",INTERVENTIONAL,PHASE2,COMPLETED,Columbia University,therapeutic,Interventional study
NCT00882765,Genistein in Treating Patients With Pancreatic Cancer That Can Be Removed by Surgery,INTERVENTIONAL,PHASE2,WITHDRAWN,Jonsson Comprehensive Cancer Center,therapeutic,Interventional study
NCT00882973,Trial to Determine the Maximum Tolerated Dose of Genexol-PM Plus Gemcitabine and Evaluate Efficacy and Safety of Genexol-PM Regimens in Subjects With Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE1,COMPLETED,Samyang Biopharmaceuticals Corporation,therapeutic,Interventional study
NCT00889187,Neoadjuvant Accelerated Short Course Radiation Therapy With Photons and Capecitabine for Resectable Pancreatic Cancer,INTERVENTIONAL,PHASE1,TERMINATED,Dana-Farber Cancer Institute,therapeutic,Interventional study
NCT00897494,Identification of Biomarkers for Early Detection of Pancreatic Cancer,OBSERVATIONAL,Unknown,COMPLETED,Barbara Ann Karmanos Cancer Institute,biomarker,Biomarker or molecular study
NCT00900003,Studying Biomarkers in Patients With Pancreatic Cancer,OBSERVATIONAL,Unknown,COMPLETED,Vanderbilt-Ingram Cancer Center,biomarker,Biomarker or molecular study
NCT00900016,Studying Fibroblast Activity in Patients With Localized Pancreatic Cancer Undergoing Surgery,OBSERVATIONAL,Unknown,COMPLETED,Fox Chase Cancer Center,biomarker,Biomarker or molecular study
NCT00902291,A Study of AGS-1C4D4 Given in Combination With Gemcitabine in Subjects With Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,Astellas Pharma Inc,therapeutic,Interventional study
NCT00910741,NC-6004(Nanoplatin) and Gemcitabine to Treat Pancreatic Cancer in Asia,INTERVENTIONAL,PHASE1,COMPLETED,"NanoCarrier Co., Ltd.",therapeutic,Interventional study
NCT00913198,A Study of CP-4126 in Patients With Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,Clavis Pharma,therapeutic,Interventional study
NCT00919659,Parenteral Nutrition Support for Patients With Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,CONKO-Studiengruppe,therapeutic,Interventional study
NCT00925769,"ATX Study:A Study of Avastin (Bevacizumab), Tarceva (Erlotinib) and Xeloda (Capecitabine) in Patients With Locally Advanced and/or Metastatic Pancreatic Cancer",INTERVENTIONAL,PHASE1,COMPLETED,Hoffmann-La Roche,therapeutic,Interventional study
NCT00936104,Side Population in Pancreatic Ductal Adenocarcinoma (PDAC),OBSERVATIONAL,Unknown,COMPLETED,"University Hospital, Gasthuisberg",biomarker,Biomarker or molecular study
NCT00950144,"Studying Pain and Symptom Distress in Patients With Advanced Colon Cancer, Rectal Cancer, Pancreatic Cancer, or Liver Cancer",OBSERVATIONAL,Unknown,COMPLETED,City of Hope Medical Center,biomarker,Biomarker or molecular study
NCT00954525,Intravenous Vitamin C in Combination With Standard Chemotherapy for Pancreatic Cancer,INTERVENTIONAL,PHASE1,COMPLETED,Sidney Kimmel Cancer Center at Thomas Jefferson University,therapeutic,Interventional study
NCT00960284,"Gemcitabine or Combination Chemotherapy Followed by Chemoradiation for Stage IB, II, or III Pancreatic Cancer",INTERVENTIONAL,PHASE2,COMPLETED,IRCCS San Raffaele,therapeutic,Interventional study
NCT00962312,Lapatinib Ditosylate and Capecitabine in Treating Patients With Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,Cancer Trials Ireland,therapeutic,Interventional study
NCT00966277,Dalteparin for Primary Venous Thromboembolism (VTE) Prophylaxis in Pancreatic Cancer Patients,INTERVENTIONAL,PHASE4,COMPLETED,M.D. Anderson Cancer Center,therapeutic,Interventional study
NCT00967291,Mitomycin C and Ifosfamide in Treating Patients With Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,TERMINATED,IRCCS San Raffaele,therapeutic,Interventional study
NCT00967603,Maintenance Therapy With Sunitinib or Observation in Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,IRCCS San Raffaele,therapeutic,Interventional study
NCT00968604,C-VISA BikDD: Liposome in Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE1,WITHDRAWN,M.D. Anderson Cancer Center,therapeutic,Interventional study
NCT00974610,"Study of Blood Samples From Patients With Malignant Melanoma, Metastatic Breast Cancer, Advanced Lung Cancer, Pancreatic Cancer, or Colorectal Cancer.",OBSERVATIONAL,Unknown,COMPLETED,Cancer Trials Ireland,biomarker,Biomarker or molecular study
NCT00987766,"Gemcitabine Hydrochloride, Oxaliplatin, and Erlotinib Hydrochloride in Treating Patients With Advanced Biliary Tract Cancer, Pancreatic Cancer, Duodenal Cancer, or Ampullary Cancer",INTERVENTIONAL,PHASE1,COMPLETED,Vanderbilt-Ingram Cancer Center,therapeutic,Interventional study
NCT01016483,Trial of Gemcitabine With or Without MSC1936369B in Pancreatic Cancer,INTERVENTIONAL,PHASE1,COMPLETED,EMD Serono,therapeutic,Interventional study
NCT01017822,"Conatumumab, Gemcitabine Hydrochloride, Capecitabine, and Radiation Therapy in Treating Patients With Locally Advanced Pancreatic Cancer",INTERVENTIONAL,PHASE1,WITHDRAWN,Radiation Therapy Oncology Group,therapeutic,Interventional study
NCT01019382,A Study of the Effect of Gemcitabine With Fish Oil in Patients With Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,"University Hospitals, Leicester",therapeutic,Interventional study
NCT01042028,"A Randomised Trial With Irinotecan, Cetuximab and Everolimus (ICE)Compared to Capecitabine and Oxaliplatin (CapOx) for Patients With Gemcitabin Resistant Pancreatic Cancer",INTERVENTIONAL,PHASE1,TERMINATED,Per Pfeiffer,therapeutic,Interventional study
NCT01050283,A Study to Evaluate [18F]-FDG PET (Fluorodeoxyglucose-positron) in Patients With Pancreatic Cancer (MK-0000-144),INTERVENTIONAL,PHASE1,TERMINATED,Merck Sharp & Dohme LLC,therapeutic,Interventional study
NCT01050426,"A Clinical Study of UFT/Leucovorin, Radiotherapy With or Without Cetuximab Following Induction Gemcitabine Plus Capecitabine in Patients With Locally Advanced Pancreatic Cancer (PERU)",INTERVENTIONAL,PHASE2,TERMINATED,Royal Marsden NHS Foundation Trust,therapeutic,Interventional study
NCT01056601,Panobinostat & Bortezomib in Pancreatic Cancer Progressing on Gemcitabine Therapy,INTERVENTIONAL,PHASE2,TERMINATED,"Masonic Cancer Center, University of Minnesota",therapeutic,Interventional study
NCT01063192,A Study of Locally Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,UNKNOWN,"National Health Research Institutes, Taiwan",therapeutic,Interventional study
NCT01074996,Study of S-1 as Second Line Treatment on Advanced Pancreatic Cancers,INTERVENTIONAL,PHASE2,UNKNOWN,The Affiliated Hospital of the Chinese Academy of Military Medical Sciences,therapeutic,Interventional study
NCT01086332,Evaluation of Nelfinavir and Chemoradiation for Pancreatic Cancer,INTERVENTIONAL,PHASE1,TERMINATED,University of Iowa,therapeutic,Interventional study
NCT01092689,The Role of Meat-borne Carcinogens in Pancreatic Cancer,INTERVENTIONAL,PHASE1,WITHDRAWN,University of Minnesota,therapeutic,Interventional study
NCT01094626,Secretin-enhanced Magnetic Resonance Imaging (S-MRI) for Pancreatic Cancer Detection,INTERVENTIONAL,NA,WITHDRAWN,Elizabeth Hecht,therapeutic,Interventional study
NCT01096732,Hedgehog Inhibition for Pancreatic Ductal Adenocarcinoma (PDAC) in the Preoperative Setting (HIPPoS),INTERVENTIONAL,PHASE2,TERMINATED,Lisa Bax,therapeutic,Interventional study
NCT01098344,MK0752 and Gemcitabine Hydrochloride in Treating Patients With Stage III and IV Pancreatic Cancer That Cannot Be Removed by Surgery,INTERVENTIONAL,PHASE1,COMPLETED,Cancer Research UK,therapeutic,Interventional study
NCT01102569,Pancreatic Cancer Genetics,OBSERVATIONAL,Unknown,RECRUITING,Columbia University,biomarker,Biomarker or molecular study
NCT01104129,Stool Testing for Pancreatic Cancer,OBSERVATIONAL,Unknown,COMPLETED,Columbia University,other,Does not match therapeutic or biomarker criteria
NCT01118897,Tomotherapy in Locally Advanced Gallbladder and Pancreatic Cancers,INTERVENTIONAL,PHASE1,COMPLETED,Tata Memorial Hospital,therapeutic,Interventional study
NCT01121848,Randomized Study With Oxaliplatin in 2nd Line Pancreatic Cancer,INTERVENTIONAL,PHASE3,COMPLETED,Sanofi,therapeutic,Interventional study
NCT01124786,A Study Comparing CO-1.01 With Gemcitabine as First Line Therapy in Patients With Metastatic Pancreatic Adenocarcinoma (LEAP),INTERVENTIONAL,PHASE2,COMPLETED,"Clovis Oncology, Inc.",therapeutic,Interventional study
NCT01127815,Identify the Clinical Significance and Potential Implications of Peritoneal Washing Cytology (PWC) in Patients With Pancreatic Cancer,OBSERVATIONAL,Unknown,UNKNOWN,National Taiwan University Hospital,other,Does not match therapeutic or biomarker criteria
NCT01130142,A Study Evaluating IPI-926 in Combination With Gemcitabine in Patients With Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE1,COMPLETED,"Infinity Pharmaceuticals, Inc.",therapeutic,Interventional study
NCT01144455,Study of the Safety and Efficacy of TH-302 in Combination With Gemcitabine Compared With Gemcitabine Alone in Previously Untreated Patients With Pancreatic Adenocarcinoma,INTERVENTIONAL,PHASE2,COMPLETED,ImmunoGenesis,therapeutic,Interventional study
NCT01150630,"Gemcitabine, Cisplatin, Epirubicin, and Capecitabine in Treating Patients With Stage I-II Resectable Pancreatic Cancer",INTERVENTIONAL,PHASE2,COMPLETED,IRCCS San Raffaele,therapeutic,Interventional study
NCT01167738,Combination Chemotherapy With or Without Metformin Hydrochloride in Treating Patients With Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,TERMINATED,IRCCS San Raffaele,therapeutic,Interventional study
NCT01167816,Phase I Trial of 5-Azacitidine Plus Gemcitabine in Patients With Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE1,TERMINATED,University of Oklahoma,therapeutic,Interventional study
NCT01186731,Efficacy and Safety Study of LE-DT to Treat Locally Advanced or Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,INSYS Therapeutics Inc,therapeutic,Interventional study
NCT01195415,Vismodegib and Gemcitabine Hydrochloride in Treating Patients With Advanced Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,National Cancer Institute (NCI),therapeutic,Interventional study
NCT01198522,Combination Therapy of L19IL2 and Gemcitabine in Advanced Pancreatic Cancer Patients,INTERVENTIONAL,PHASE1,TERMINATED,Philogen S.p.A.,therapeutic,Interventional study
NCT01206296,Adjuvant Intraperitoneal Gemcitabine for Resectable Pancreatic Adenocarcinoma,INTERVENTIONAL,PHASE2,TERMINATED,Medstar Health Research Institute,therapeutic,Interventional study
NCT01210911,Metformin Combined With Chemotherapy for Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),therapeutic,Interventional study
NCT01214720,A Study of Avastin (Bevacizumab) Added to a Chemotherapeutic Regimen in Patients With Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE3,COMPLETED,Hoffmann-La Roche,therapeutic,Interventional study
NCT01231581,Study of GSK1120212 Plus Gemcitabine vs Placebo Plus Gemcitabine in Metastatic Pancreatic Cancer,INTERVENTIONAL,PHASE2,COMPLETED,GlaxoSmithKline,therapeutic,Interventional study
NCT01234935,Dasatinib and Gemcitabine Hydrochloride or Gemcitabine Hydrochloride Alone in Treating Patients With Pancreatic Cancer Previously Treated With Surgery,INTERVENTIONAL,PHASE2,COMPLETED,Translational Oncology Research International,therapeutic,Interventional study
